SLNO,Candidate Ref,Offer Date,DOJ Extended,Duration to accept offer,Notice period,Offered band,Current CTC,Expected CTC,Offered CTC,Negotiated CTC,Final CTC,Pecent hike expected in CTC,Percent hike offered in CTC,Percent difference CTC,Joining Bonus,Candidate relocate actual,Gender,Candidate Source,Rex in Yrs,LOB,Primary Skill,Previous Company Type,Location,Age,Status
6210,2116210,2025-02-28,No,10,30,M1,24.85,31.42,30.52,,30.52,26.44,22.82,-2.86,No,No,Male,LinkedIn,7.4,Data,Data Engineering,Service,Noida,35,Declined
6211,2116211,2024-11-11,No,10,60,E3,16.1,25.76,23.6,,23.6,60.0,46.58,-8.39,No,No,Female,Naukri,5.0,Cybersecurity,SOC,Service,Pune,30,Joined
6212,2116212,2024-12-17,No,17,30,E1,5.93,7.46,7.1,,7.1,25.8,19.73,-4.83,Yes,No,Male,Employee Referral,0.8,Cloud,AWS,Service,Noida,25,Declined
6213,2116213,2024-04-26,No,3,45,E2,17.89,29.96,24.36,,24.36,67.47,36.17,-18.69,No,No,Male,Direct,7.5,Digital,Java Spring,Captive,Chennai,26,Declined
6214,2116214,2025-06-08,No,15,45,E1,6.31,6.87,8.11,,8.11,8.87,28.53,18.05,No,No,Female,Employee Referral,0.8,Cloud,AWS,Service,Noida,22,Declined
6215,2116215,2025-08-29,No,2,30,E3,18.93,27.44,24.13,26.45,26.45,44.96,27.47,-12.06,No,Yes,Male,Direct,6.8,Digital,Node.js,Captive,Mumbai,33,Declined
6216,2116216,2025-11-01,No,18,75,E2,7.5,11.52,11.06,12.05,12.05,53.6,47.47,-3.99,Yes,No,Male,Employee Referral,2.9,INFRA,VMware,Service,Hyderabad,24,Joined
6217,2116217,2025-08-17,No,13,45,M2,39.18,55.78,57.67,59.73,59.73,42.37,47.19,3.39,Yes,Yes,Female,Employee Referral,10.1,Digital,Java Spring,Product,Chennai,33,Joined
6218,2116218,2024-06-13,No,13,45,E2,8.9,10.3,12.32,,12.32,15.73,38.43,19.61,No,Yes,Male,Agency,5.3,Data,SQL,Product,Kochi,28,Accepted
6219,2116219,2025-06-26,No,16,30,E3,11.85,12.77,16.46,17.37,17.37,7.76,38.9,28.9,Yes,Yes,Female,Employee Referral,6.9,Digital,Python,Consulting,Kochi,29,Accepted
6220,2116220,2024-06-02,No,14,75,E3,15.96,20.02,22.75,23.84,23.84,25.44,42.54,13.64,No,No,Other,Employee Referral,8.6,ERS,IoT,Consulting,Mumbai,33,Joined
6221,2116221,2024-01-29,No,6,60,E3,16.09,19.94,25.12,26.43,26.43,23.93,56.12,25.98,No,Yes,Male,LinkedIn,6.1,ERS,IoT,Service,Hyderabad,33,No Show
6222,2116222,2024-03-05,No,12,60,E3,19.42,31.22,23.88,,23.88,60.76,22.97,-23.51,No,Yes,Male,Employee Referral,8.0,INFRA,VMware,Product,Hyderabad,35,Declined
6223,2116223,2025-04-14,Yes,11,75,E3,8.93,13.51,13.27,,13.27,51.29,48.6,-1.78,No,No,Male,Naukri,6.9,QA,Performance Testing,Service,Pune,29,Joined
6224,2116224,2024-03-06,Yes,15,75,E2,11.42,12.74,13.92,,13.92,11.56,21.89,9.26,No,No,Female,Agency,5.5,Digital,Java Spring,Consulting,Bangalore,31,Declined
6225,2116225,2025-12-23,No,3,90,E2,5.87,8.45,8.68,,8.68,43.95,47.87,2.72,No,No,Male,Employee Referral,4.9,INFRA,Network,Service,Hyderabad,31,No Show
6226,2116226,2024-07-01,No,11,60,E3,12.55,19.83,17.07,,17.07,58.01,36.02,-13.92,No,Yes,Female,LinkedIn,3.0,Cybersecurity,IAM,Service,Bangalore,26,Declined
6227,2116227,2025-06-24,Yes,13,45,E2,11.64,13.75,16.22,17.43,17.43,18.13,39.35,17.96,No,No,Female,LinkedIn,7.5,Data,Data Engineering,Service,Kochi,33,Declined
6228,2116228,2025-06-25,No,13,75,E2,9.8,11.79,13.42,14.37,14.37,20.31,36.94,13.83,No,No,Female,Naukri,4.0,Data,ML,Captive,Chennai,29,Declined
6229,2116229,2024-02-15,Yes,9,60,E3,26.59,35.69,34.94,,34.94,34.22,31.4,-2.1,No,No,Female,Direct,6.4,SAP,SAP FICO,Product,Pune,33,Joined
6230,2116230,2025-01-13,Yes,16,45,E3,27.18,43.01,41.88,,41.88,58.24,54.08,-2.63,No,No,Female,Agency,8.0,Cybersecurity,SOC,Captive,Chennai,32,Joined
6231,2116231,2024-10-02,No,12,60,M1,35.52,62.39,50.83,53.48,53.48,75.65,43.1,-18.53,No,No,Female,Employee Referral,14.5,ERS,IoT,Service,Mumbai,36,Joined
6232,2116232,2025-04-25,No,7,90,E2,13.27,16.39,20.02,,20.02,23.51,50.87,22.15,No,Yes,Male,Agency,4.9,SAP,SAP FICO,Service,Mumbai,28,Joined
6233,2116233,2025-08-09,No,6,30,E2,9.65,14.2,11.1,,11.1,47.15,15.03,-21.83,No,Yes,Female,LinkedIn,4.4,Cybersecurity,Penetration Testing,Service,Mumbai,30,Declined
6234,2116234,2025-06-07,No,2,30,M1,13.6,21.44,18.57,,18.57,57.65,36.54,-13.39,No,No,Male,Employee Referral,6.4,QA,Selenium,Consulting,Hyderabad,30,Declined
6235,2116235,2025-04-27,Yes,13,30,E2,8.43,11.33,11.33,12.44,12.44,34.4,34.4,0.0,Yes,No,Male,Employee Referral,5.6,ERS,VLSI,Product,Pune,32,Joined
6236,2116236,2025-08-07,No,4,30,E2,21.33,31.0,29.51,30.42,30.42,45.34,38.35,-4.81,No,Yes,Female,Direct,8.4,Data,ML,Product,Pune,34,Declined
6237,2116237,2024-03-31,No,7,30,E2,9.11,14.47,10.17,,10.17,58.84,11.64,-29.72,Yes,Yes,Female,Agency,0.8,SAP,SAP ABAP,Service,Kochi,25,Declined
6238,2116238,2025-03-15,No,2,90,E2,9.07,11.62,10.67,,10.67,28.11,17.64,-8.18,No,No,Male,Direct,3.6,INFRA,Windows Server,Startup,Mumbai,24,No Show
6239,2116239,2024-08-04,No,20,90,E3,11.84,16.77,15.65,,15.65,41.64,32.18,-6.68,No,Yes,Male,Agency,7.2,Digital,React,Service,Chennai,32,Joined
6240,2116240,2025-04-14,No,11,45,E1,8.42,9.61,10.01,,10.01,14.13,18.88,4.16,Yes,No,Male,LinkedIn,5.5,Data,Data Engineering,Service,Noida,28,Declined
6241,2116241,2024-11-28,No,3,90,E2,13.68,17.82,18.07,19.41,19.41,30.26,32.09,1.4,Yes,No,Female,LinkedIn,4.9,Cloud,Azure,Captive,Mumbai,29,Declined
6242,2116242,2025-10-09,No,1,75,E1,9.06,10.82,10.31,,10.31,19.43,13.8,-4.71,No,No,Female,Employee Referral,2.7,Data,Power BI,Service,Pune,27,Declined
6243,2116243,2025-04-05,No,8,45,E2,9.77,15.87,14.45,14.82,14.82,62.44,47.9,-8.95,No,Yes,Female,Agency,3.8,Digital,Node.js,Service,Kochi,25,Declined
6244,2116244,2025-08-23,Yes,14,45,E2,9.33,16.64,11.06,,11.06,78.35,18.54,-33.53,No,No,Female,Naukri,3.3,Cybersecurity,GRC,Service,Noida,27,Declined
6245,2116245,2025-11-03,No,2,30,E2,17.22,25.5,22.56,,22.56,48.08,31.01,-11.53,No,No,Female,Agency,4.8,Cybersecurity,IAM,Service,Mumbai,26,No Show
6246,2116246,2025-09-18,No,17,60,E1,9.25,15.31,14.76,,14.76,65.51,59.57,-3.59,Yes,No,Female,Agency,2.6,Cybersecurity,GRC,Service,Chennai,30,Declined
6247,2116247,2024-12-31,No,16,45,E3,5.87,9.18,6.45,,6.45,56.39,9.88,-29.74,No,No,Female,LinkedIn,4.1,QA,API Testing,Service,Kochi,26,Declined
6248,2116248,2024-02-12,Yes,18,30,E2,5.88,8.04,7.18,7.56,7.56,36.73,22.11,-10.7,No,No,Female,Naukri,3.3,QA,Performance Testing,Captive,Kochi,28,Joined
6249,2116249,2024-09-12,No,19,75,E3,11.11,13.69,17.95,19.63,19.63,23.22,61.57,31.12,No,No,Female,Employee Referral,5.0,ERS,VLSI,Service,Mumbai,23,Accepted
6250,2116250,2025-10-02,No,14,75,M2,33.84,43.91,40.93,,40.93,29.76,20.95,-6.79,No,No,Male,Employee Referral,12.9,QA,API Testing,Startup,Chennai,39,Joined
6251,2116251,2024-06-02,No,13,45,E3,19.24,29.54,28.61,,28.61,53.53,48.7,-3.15,No,Yes,Male,LinkedIn,5.5,Cloud,Kubernetes,Product,Pune,29,Joined
6252,2116252,2024-02-15,No,8,45,E2,11.01,14.9,16.04,17.43,17.43,35.33,45.69,7.65,Yes,Yes,Male,Employee Referral,5.3,ERS,Embedded C,Service,Chennai,30,Declined
6253,2116253,2024-11-16,Yes,7,45,E2,15.53,17.75,24.87,,24.87,14.29,60.14,40.11,No,No,Male,LinkedIn,9.2,INFRA,VMware,Captive,Hyderabad,33,Joined
6254,2116254,2025-02-13,No,15,90,E1,10.91,15.09,13.84,15.2,15.2,38.31,26.86,-8.28,No,Yes,Male,Naukri,1.8,Cloud,Kubernetes,Startup,Mumbai,28,Joined
6255,2116255,2025-12-13,Yes,1,45,E2,25.37,37.4,32.86,34.47,34.47,47.42,29.52,-12.14,No,No,Female,Agency,6.6,Cybersecurity,IAM,Product,Kochi,31,Joined
6256,2116256,2024-06-27,No,16,45,E3,19.53,26.16,29.21,,29.21,33.95,49.56,11.66,No,No,Other,Naukri,13.1,ERS,IoT,Service,Kochi,38,Joined
6257,2116257,2025-11-20,No,11,30,E3,24.06,36.9,36.09,38.0,38.0,53.37,50.0,-2.2,No,No,Male,LinkedIn,11.1,Cloud,Kubernetes,Consulting,Noida,35,Accepted
6258,2116258,2025-12-13,No,9,90,E2,16.22,20.18,20.36,,20.36,24.41,25.52,0.89,Yes,No,Female,Direct,8.2,Cybersecurity,SOC,Captive,Noida,32,Joined
6259,2116259,2024-01-10,No,7,90,E1,9.37,14.84,11.67,,11.67,58.38,24.55,-21.36,No,No,Male,LinkedIn,1.8,Data,ML,Captive,Hyderabad,27,No Show
6260,2116260,2024-09-25,No,27,75,E3,21.11,28.41,29.92,,29.92,34.58,41.73,5.32,No,No,Male,LinkedIn,8.9,SAP,SAP Basis,Service,Bangalore,35,Accepted
6261,2116261,2024-02-07,No,19,45,E3,13.14,16.42,18.36,,18.36,24.96,39.73,11.81,Yes,Yes,Male,Employee Referral,8.7,QA,Performance Testing,Captive,Noida,33,Accepted
6262,2116262,2024-12-17,No,8,90,E2,9.21,13.33,11.13,12.25,12.25,44.73,20.85,-16.5,Yes,Yes,Female,Direct,4.0,INFRA,Windows Server,Product,Bangalore,31,No Show
6263,2116263,2025-05-28,No,2,30,E3,12.62,19.93,17.04,18.82,18.82,57.92,35.02,-14.5,No,No,Male,Naukri,6.3,INFRA,Network,Startup,Mumbai,32,Declined
6264,2116264,2024-09-09,No,19,60,E3,20.82,21.38,35.7,37.55,37.55,2.69,71.47,66.98,Yes,No,Female,Naukri,5.3,Cybersecurity,IAM,Product,Noida,26,Joined
6265,2116265,2025-04-28,No,10,45,E1,4.98,6.07,5.85,,5.85,21.89,17.47,-3.62,Yes,Yes,Male,Agency,0.8,Cloud,Kubernetes,Consulting,Hyderabad,25,Accepted
6266,2116266,2025-07-08,No,5,75,E1,9.46,13.45,12.6,13.8,13.8,42.18,33.19,-6.32,No,No,Male,Direct,5.2,QA,Manual Testing,Captive,Bangalore,30,Declined
6267,2116267,2024-10-14,No,10,30,E2,16.23,19.18,23.85,26.39,26.39,18.18,46.95,24.35,Yes,No,Female,Naukri,6.5,Cybersecurity,GRC,Product,Pune,32,Joined
6268,2116268,2025-03-01,No,14,90,E2,17.5,26.09,22.02,23.92,23.92,49.09,25.83,-15.6,No,No,Male,Employee Referral,5.9,SAP,SAP MM,Product,Chennai,28,Declined
6269,2116269,2024-06-28,No,1,60,E2,16.81,21.36,17.15,18.07,18.07,27.07,2.02,-19.71,No,Yes,Male,LinkedIn,4.6,Data,Data Engineering,Consulting,Mumbai,30,Declined
6270,2116270,2025-04-21,No,21,90,E2,9.65,11.3,12.12,13.46,13.46,17.1,25.6,7.26,No,No,Female,Campus,3.2,SAP,SAP FICO,Service,Chennai,25,Joined
6271,2116271,2025-10-27,No,15,30,E2,6.41,9.29,8.68,,8.68,44.93,35.41,-6.57,No,No,Female,Naukri,4.4,INFRA,Network,Service,Noida,31,Joined
6272,2116272,2024-07-04,No,22,60,E2,13.69,19.92,18.98,21.04,21.04,45.51,38.64,-4.72,No,No,Male,Employee Referral,7.1,Data,ML,Service,Hyderabad,32,Joined
6273,2116273,2025-06-07,Yes,20,90,E2,12.1,11.94,14.77,,14.77,-1.32,22.07,23.7,No,Yes,Female,Naukri,2.9,Cybersecurity,IAM,Service,Bangalore,24,Joined
6274,2116274,2025-09-29,No,5,30,E2,7.91,10.23,9.6,10.69,10.69,29.33,21.37,-6.16,No,Yes,Male,Agency,5.7,INFRA,Network,Service,Pune,32,Declined
6275,2116275,2024-12-18,No,9,75,E3,19.08,24.39,30.0,32.7,32.7,27.83,57.23,23.0,No,No,Male,LinkedIn,7.7,Data,Power BI,Consulting,Kochi,32,Joined
6276,2116276,2025-12-18,No,12,75,E1,4.8,5.78,6.55,6.96,6.96,20.42,36.46,13.32,No,Yes,Other,Naukri,0.8,Cloud,AWS,Captive,Bangalore,28,Joined
6277,2116277,2025-03-17,No,20,75,E3,21.82,31.21,38.01,,38.01,43.03,74.2,21.79,No,Yes,Other,Agency,4.3,SAP,SAP MM,Product,Hyderabad,28,Joined
6278,2116278,2025-01-23,No,13,90,E1,8.15,10.87,10.49,,10.49,33.37,28.71,-3.5,No,No,Male,LinkedIn,1.1,Cybersecurity,GRC,Consulting,Bangalore,24,Joined
6279,2116279,2024-05-01,No,12,30,E2,11.66,14.68,15.45,16.44,16.44,25.9,32.5,5.25,Yes,No,Female,Naukri,6.6,SAP,SAP FICO,Service,Hyderabad,28,Joined
6280,2116280,2025-07-26,No,7,30,E2,14.33,24.62,19.15,20.46,20.46,71.81,33.64,-22.22,No,No,Male,LinkedIn,5.5,Data,SQL,Startup,Mumbai,29,Declined
6281,2116281,2024-10-16,Yes,15,90,E3,25.5,38.16,37.21,,37.21,49.65,45.92,-2.49,No,No,Male,LinkedIn,8.3,Data,ML,Product,Kochi,35,Accepted
6282,2116282,2025-02-12,No,1,45,M2,60.94,69.61,73.78,80.58,80.58,14.23,21.07,5.99,Yes,No,Female,LinkedIn,11.1,Cybersecurity,GRC,Startup,Mumbai,37,Declined
6283,2116283,2025-04-23,No,3,75,E2,22.19,24.52,31.76,,31.76,10.5,43.13,29.53,Yes,No,Male,Employee Referral,9.6,SAP,SAP FICO,Service,Mumbai,39,Declined
6284,2116284,2024-09-24,No,25,90,M1,30.43,38.02,36.92,38.71,38.71,24.94,21.33,-2.89,No,No,Male,Naukri,10.2,Cloud,Azure,Consulting,Mumbai,32,Joined
6285,2116285,2024-06-15,No,4,60,E2,6.87,10.79,8.45,,8.45,57.06,23.0,-21.69,No,No,Female,Agency,1.4,Digital,Node.js,Service,Bangalore,25,Declined
6286,2116286,2024-07-21,No,9,30,E3,6.63,10.5,9.22,9.86,9.86,58.37,39.06,-12.19,No,No,Male,Campus,4.5,ERS,Embedded C,Service,Kochi,32,Declined
6287,2116287,2024-10-23,No,1,75,E1,9.4,12.29,9.96,,9.96,30.74,5.96,-18.96,No,Yes,Male,Employee Referral,3.1,Cybersecurity,GRC,Service,Chennai,26,Declined
6288,2116288,2025-04-11,No,15,90,E2,14.2,22.85,17.42,,17.42,60.92,22.68,-23.76,Yes,No,Male,Direct,8.0,Digital,React,Product,Pune,31,Joined
6289,2116289,2024-09-08,Yes,3,90,E2,12.31,19.94,18.67,,18.67,61.98,51.67,-6.37,Yes,Yes,Female,Employee Referral,4.3,Data,Data Engineering,Service,Pune,28,Declined
6290,2116290,2024-12-07,No,12,75,E2,9.55,13.16,12.92,13.31,13.31,37.8,35.29,-1.82,No,No,Female,Direct,3.1,Digital,Java Spring,Service,Noida,25,Joined
6291,2116291,2025-11-28,No,20,75,E2,8.26,9.93,11.9,,11.9,20.22,44.07,19.84,No,No,Male,LinkedIn,5.9,ERS,IoT,Service,Chennai,30,Accepted
6292,2116292,2025-05-11,No,15,75,E2,21.73,29.56,28.02,31.31,31.31,36.03,28.95,-5.21,No,No,Male,LinkedIn,8.1,Digital,Java Spring,Startup,Chennai,31,Declined
6293,2116293,2024-08-10,No,8,30,E3,15.51,22.71,20.71,22.78,22.78,46.42,33.53,-8.81,No,Yes,Male,Campus,8.0,ERS,Autosar,Product,Kochi,34,Declined
6294,2116294,2024-11-17,No,5,30,E2,8.86,10.53,9.81,,9.81,18.85,10.72,-6.84,No,Yes,Female,Direct,4.9,SAP,SAP MM,Service,Noida,31,Declined
6295,2116295,2024-11-01,No,2,45,E2,10.08,15.32,14.72,16.38,16.38,51.98,46.03,-3.92,No,Yes,Female,Direct,5.4,INFRA,VMware,Service,Pune,29,No Show
6296,2116296,2025-11-12,No,13,90,E1,11.61,17.84,16.43,,16.43,53.66,41.52,-7.9,No,No,Male,LinkedIn,4.6,Data,Data Engineering,Service,Mumbai,26,No Show
6297,2116297,2025-08-24,No,9,90,E1,7.1,9.71,9.88,10.13,10.13,36.76,39.15,1.75,No,Yes,Male,Naukri,1.8,Digital,Python,Captive,Bangalore,27,Declined
6298,2116298,2025-08-20,No,5,75,E2,6.34,7.87,6.86,,6.86,24.13,8.2,-12.83,No,No,Female,Agency,5.0,INFRA,Windows Server,Captive,Kochi,30,Declined
6299,2116299,2024-03-18,No,8,90,E2,16.26,25.3,19.07,,19.07,55.6,17.28,-24.62,No,Yes,Female,Naukri,6.3,ERS,Autosar,Startup,Bangalore,31,No Show
6300,2116300,2025-02-02,No,5,30,E3,14.4,22.19,16.32,17.28,17.28,54.1,13.33,-26.45,No,No,Female,LinkedIn,8.0,QA,Performance Testing,Service,Hyderabad,36,Declined
6301,2116301,2025-08-01,No,13,75,E2,13.99,18.88,19.85,22.23,22.23,34.95,41.89,5.14,Yes,Yes,Male,Naukri,7.4,Data,SQL,Service,Noida,33,Joined
6302,2116302,2025-03-03,No,8,30,E2,13.58,18.32,14.59,,14.59,34.9,7.44,-20.36,No,No,Male,Agency,9.4,ERS,Autosar,Startup,Bangalore,35,No Show
6303,2116303,2024-10-07,No,4,60,E2,10.9,14.03,14.05,15.08,15.08,28.72,28.9,0.14,No,No,Female,Direct,5.2,Digital,Python,Service,Noida,29,Declined
6304,2116304,2024-07-13,No,20,30,E1,9.62,10.8,12.48,13.92,13.92,12.27,29.73,15.56,No,No,Male,Agency,1.7,Cloud,Azure,Captive,Pune,25,Joined
6305,2116305,2025-04-29,No,19,60,E2,17.28,22.37,30.9,,30.9,29.46,78.82,38.13,No,No,Female,Employee Referral,4.8,Cybersecurity,IAM,Product,Mumbai,30,Joined
6306,2116306,2024-11-20,No,14,75,E2,27.5,37.8,38.05,39.68,39.68,37.45,38.36,0.66,Yes,Yes,Female,Agency,7.9,Cybersecurity,Penetration Testing,Product,Mumbai,34,Declined
6307,2116307,2024-12-25,No,12,30,E3,16.1,19.18,20.53,22.81,22.81,19.13,27.52,7.04,Yes,No,Female,Naukri,4.8,SAP,SAP ABAP,Startup,Bangalore,31,Joined
6308,2116308,2025-04-05,No,12,60,E2,11.4,15.44,13.63,,13.63,35.44,19.56,-11.72,No,No,Male,Direct,2.5,SAP,SAP MM,Captive,Hyderabad,28,Declined
6309,2116309,2025-04-19,No,13,90,M2,50.88,55.25,70.2,,70.2,8.59,37.97,27.06,No,Yes,Male,Naukri,10.2,Data,Power BI,Product,Pune,36,Joined
6310,2116310,2025-07-26,No,17,90,E2,17.71,22.01,26.6,27.45,27.45,24.28,50.2,20.85,No,No,Male,Naukri,7.9,Cybersecurity,SOC,Consulting,Noida,33,Joined
6311,2116311,2025-10-17,Yes,14,30,M1,21.54,30.49,28.01,31.16,31.16,41.55,30.04,-8.13,No,No,Male,Naukri,6.0,SAP,SAP Basis,Captive,Noida,34,Accepted
6312,2116312,2024-11-23,No,4,30,E2,9.2,11.57,12.08,,12.08,25.76,31.3,4.41,No,Yes,Female,Employee Referral,4.0,ERS,Autosar,Captive,Hyderabad,28,Declined
6313,2116313,2025-01-09,No,4,45,E1,7.57,11.32,10.99,12.3,12.3,49.54,45.18,-2.92,No,Yes,Female,Direct,0.8,Data,SQL,Service,Kochi,28,Joined
6314,2116314,2025-11-06,Yes,9,30,E3,16.91,18.29,22.41,25.04,25.04,8.16,32.53,22.53,Yes,No,Female,Agency,7.0,Data,ML,Captive,Bangalore,31,Joined
6315,2116315,2025-03-13,No,4,75,E2,14.47,18.33,20.41,22.17,22.17,26.68,41.05,11.35,No,Yes,Female,Agency,8.4,Digital,Node.js,Service,Hyderabad,31,Declined
6316,2116316,2025-04-22,No,9,60,M1,34.17,37.24,47.25,50.77,50.77,8.98,38.28,26.88,No,No,Female,Naukri,9.2,Data,Data Engineering,Product,Noida,35,Declined
6317,2116317,2025-07-27,No,20,90,M1,13.83,18.78,17.4,18.57,18.57,35.79,25.81,-7.35,No,Yes,Other,Employee Referral,11.0,Data,Power BI,Service,Kochi,37,Joined
6318,2116318,2024-11-02,No,5,30,E2,7.3,10.29,8.8,,8.8,40.96,20.55,-14.48,No,Yes,Other,Employee Referral,3.1,ERS,Embedded C,Captive,Mumbai,29,Declined
6319,2116319,2025-05-26,No,5,60,M2,41.6,57.43,55.94,,55.94,38.05,34.47,-2.59,Yes,No,Male,Naukri,10.5,SAP,SAP FICO,Service,Noida,36,Declined
6320,2116320,2025-07-06,No,11,45,E3,18.54,22.91,24.48,26.36,26.36,23.57,32.04,6.85,No,No,Female,Employee Referral,6.7,Cybersecurity,GRC,Consulting,Pune,29,Declined
6321,2116321,2024-01-27,No,16,45,M1,21.36,29.37,26.02,28.65,28.65,37.5,21.82,-11.41,No,Yes,Male,Employee Referral,6.3,INFRA,Network,Service,Mumbai,30,Declined
6322,2116322,2025-11-15,No,9,90,E2,13.32,21.08,16.96,,16.96,58.26,27.33,-19.54,No,Yes,Female,LinkedIn,4.7,ERS,VLSI,Consulting,Hyderabad,28,Declined
6323,2116323,2025-09-08,Yes,12,45,E2,9.98,11.22,15.51,16.76,16.76,12.42,55.41,38.24,Yes,Yes,Female,Naukri,7.3,QA,Selenium,Captive,Mumbai,31,Joined
6324,2116324,2024-03-02,No,22,30,E3,27.14,32.15,32.6,,32.6,18.46,20.12,1.4,No,No,Male,Campus,8.6,Digital,Python,Captive,Pune,31,Joined
6325,2116325,2025-04-02,No,17,75,E1,6.56,8.66,8.65,9.19,9.19,32.01,31.86,-0.12,No,No,Female,Agency,2.7,Cybersecurity,Penetration Testing,Service,Kochi,29,Joined
6326,2116326,2025-01-16,No,9,45,E3,21.0,30.63,24.58,26.03,26.03,45.86,17.05,-19.75,No,No,Male,Agency,9.5,Data,ML,Product,Pune,36,Declined
6327,2116327,2024-03-05,Yes,4,90,E3,19.58,29.94,27.06,,27.06,52.91,38.2,-9.62,No,No,Other,Naukri,9.2,INFRA,Network,Product,Chennai,36,Joined
6328,2116328,2025-05-21,No,5,30,E3,12.69,16.74,21.16,,21.16,31.91,66.75,26.4,No,Yes,Male,Direct,6.0,ERS,Embedded C,Product,Pune,25,Joined
6329,2116329,2025-05-23,Yes,17,60,E2,9.86,13.53,12.32,13.51,13.51,37.22,24.95,-8.94,No,No,Male,Employee Referral,4.2,Digital,Java Spring,Service,Hyderabad,29,Joined
6330,2116330,2025-10-11,No,4,60,E3,17.37,23.64,19.65,,19.65,36.1,13.13,-16.88,No,No,Female,Agency,9.5,Data,Data Engineering,Service,Kochi,34,Joined
6331,2116331,2024-02-19,No,19,75,E2,14.21,21.57,17.7,,17.7,51.79,24.56,-17.94,No,No,Female,Employee Referral,4.8,Cybersecurity,GRC,Service,Noida,30,Joined
6332,2116332,2025-04-26,No,6,45,E2,11.13,15.72,11.35,12.25,12.25,41.24,1.98,-27.8,No,No,Female,Employee Referral,2.4,ERS,Autosar,Service,Bangalore,29,Declined
6333,2116333,2024-05-25,No,11,45,E3,20.71,27.24,28.8,,28.8,31.53,39.06,5.73,Yes,No,Male,Agency,10.2,Data,SQL,Service,Pune,35,Joined
6334,2116334,2024-10-10,No,13,30,E2,14.26,16.93,22.75,25.13,25.13,18.72,59.54,34.38,No,No,Male,Naukri,4.6,ERS,IoT,Captive,Bangalore,30,Joined
6335,2116335,2025-07-30,Yes,1,90,E1,6.88,10.7,10.28,,10.28,55.52,49.42,-3.93,No,No,Male,Employee Referral,0.8,Cloud,Kubernetes,Startup,Noida,26,Declined
6336,2116336,2024-07-07,Yes,15,75,E2,13.46,18.82,17.68,18.9,18.9,39.82,31.35,-6.06,No,Yes,Male,Employee Referral,3.0,Digital,React,Service,Bangalore,27,Joined
6337,2116337,2024-11-02,No,18,75,E2,9.95,15.31,13.63,,13.63,53.87,36.98,-10.97,No,No,Female,LinkedIn,8.9,Cybersecurity,Penetration Testing,Service,Kochi,35,Joined
6338,2116338,2024-02-08,Yes,14,30,E2,15.68,23.33,21.59,,21.59,48.79,37.69,-7.46,No,No,Male,Direct,9.9,SAP,SAP FICO,Captive,Bangalore,35,Accepted
6339,2116339,2025-04-04,No,11,45,E2,18.31,31.56,24.71,25.89,25.89,72.36,34.95,-21.7,No,No,Male,Employee Referral,4.0,Cybersecurity,Penetration Testing,Product,Noida,29,No Show
6340,2116340,2024-09-27,Yes,6,60,E3,35.71,50.35,46.83,48.78,48.78,41.0,31.14,-6.99,No,Yes,Male,LinkedIn,12.6,Cloud,Kubernetes,Service,Hyderabad,34,Declined
6341,2116341,2025-03-03,No,6,30,E1,5.25,6.97,7.9,,7.9,32.76,50.48,13.34,Yes,No,Female,Employee Referral,0.8,ERS,Autosar,Captive,Chennai,26,Joined
6342,2116342,2025-11-18,Yes,6,30,E2,7.39,11.06,10.69,,10.69,49.66,44.65,-3.35,No,No,Male,Direct,4.4,QA,Selenium,Service,Hyderabad,31,Joined
6343,2116343,2025-08-06,No,10,60,E3,21.6,32.97,34.22,,34.22,52.64,58.43,3.79,No,Yes,Male,Agency,6.8,Cloud,Azure,Startup,Mumbai,29,Joined
6344,2116344,2025-07-25,No,18,45,E1,5.56,8.08,8.99,,8.99,45.32,61.69,11.26,No,No,Male,Direct,2.6,QA,Performance Testing,Consulting,Noida,31,Joined
6345,2116345,2025-10-21,No,1,60,E1,5.68,8.71,8.46,9.27,9.27,53.35,48.94,-2.87,No,No,Male,Naukri,2.5,INFRA,Linux Admin,Service,Mumbai,29,Declined
6346,2116346,2024-09-01,Yes,7,90,E1,8.26,11.23,13.09,,13.09,35.96,58.47,16.56,No,Yes,Male,Employee Referral,0.8,Cybersecurity,GRC,Captive,Bangalore,25,Joined
6347,2116347,2025-12-30,No,11,90,E3,20.01,23.8,25.16,26.68,26.68,18.94,25.74,5.71,No,No,Male,Employee Referral,8.1,Data,ML,Service,Bangalore,36,Joined
6348,2116348,2025-09-02,Yes,16,30,E2,10.22,13.68,15.81,,15.81,33.86,54.7,15.57,Yes,Yes,Female,Employee Referral,4.7,Cybersecurity,SOC,Consulting,Hyderabad,27,Joined
6349,2116349,2024-01-18,No,13,60,E1,10.38,13.92,15.17,16.26,16.26,34.1,46.15,8.98,Yes,No,Male,LinkedIn,5.1,Cybersecurity,SOC,Service,Chennai,28,Joined
6350,2116350,2025-01-31,No,11,75,M2,36.26,52.09,49.59,,49.59,43.66,36.76,-4.8,No,No,Male,Agency,11.0,Data,ML,Service,Hyderabad,37,Declined
6351,2116351,2025-08-14,No,12,45,E2,13.67,16.85,22.05,23.73,23.73,23.26,61.3,30.86,Yes,No,Male,Employee Referral,5.0,SAP,SAP FICO,Startup,Noida,28,Accepted
